"source_folder","source_file","100%","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","Average Content Size","Average Response Time","Failure Count","Failures/s","Max Response Time","Median Response Time","Min Response Time","Name","Request Count","Requests/s","Type"
"read-heavy_large_20_run3","read-heavy_large_20_run3_stats.csv","9200","7100","7600","7800","7900","8200","8500","8900","9000","9200","9200","1126.1515151515152","6961.648633332516","0","0.0","9205.019300003187","7100","4287.345299992012","POST /user/[email]/profile-photo","132","0.6684835506898477","POST"
"read-heavy_large_20_run3","read-heavy_large_20_run3_stats.csv","18000","1100","1200","1400","3200","7000","7900","8900","16000","18000","18000","1050.1839195979899","2332.9016560801997","0","0.0","17716.250099998433","1100","731.7872999992687","Aggregated","995","5.038947976790897",""
"read-heavy_large_5_run1","read-heavy_large_5_run1_stats.csv","7300","7300","7300","7300","7300","7300","7300","7300","7300","7300","7300","65.0","7241.787549995934","0","0.0","7322.0224999968195","7200","7161.552599995048","DELETE /user/[email] [cleanup]","2","0.010691772752695826","DELETE"
"read-heavy_large_5_run1","read-heavy_large_5_run1_stats.csv","1000","830","850","870","880","920","960","970","990","1000","1000","1630.7737226277372","831.2211240874178","0","0.0","1044.7448999912012","830","701.657300000079","GET /user/[email]","137","0.7323864335596642","GET"
"read-heavy_large_5_run1","read-heavy_large_5_run1_stats.csv","1200","970","990","1000","1000","1000","1100","1100","1200","1200","1200","56.0","975.0751567573044","0","0.0","1221.0156999935862","970","887.1971000044141","POST /auth/login","74","0.3955955918497456","POST"
"read-heavy_large_5_run1","read-heavy_large_5_run1_stats.csv","3300","3100","3200","3200","3300","3300","3300","3300","3300","3300","3300","65.0","3087.3826800001552","0","0.0","3298.865900011151","3100","2897.3689999984344","POST /auth/signup [setup]","5","0.026729431881739568","POST"
"read-heavy_large_5_run1","read-heavy_large_5_run1_stats.csv","3200","2700","2700","2800","2800","2800","2900","3200","3200","3200","3200","1129.0","2693.8698083334507","0","0.0","3164.344999997411","2700","2377.2445999929914","POST /user/[email]/description","24","0.12830127303234992","POST"
"read-heavy_large_5_run1","read-heavy_large_5_run1_stats.csv","7300","6000","6100","6200","6200","6200","6700","7300","7300","7300","7300","1126.1351351351352","5830.661610810706","0","0.0","7254.207299993141","6000","3939.3825000006473","POST /user/[email]/profile-photo","37","0.1977977959248728","POST"
"read-heavy_large_5_run1","read-heavy_large_5_run1_stats.csv","7300","930","990","1100","2700","5900","6100","6200","7200","7300","7300","1063.720430107527","1778.9989215054063","0","0.0","7322.0224999968195","930","701.657300000079","Aggregated","279","1.4915022990010678",""
"read-heavy_large_5_run2","read-heavy_large_5_run2_stats.csv","930","820","850","870","870","890","910","920","930","930","930","1540.41059602649","820.5803543048223","0","0.0","932.7564999985043","820","694.348799996078","GET /user/[email]","151","0.8417033380823958","GET"
"read-heavy_large_5_run2","read-heavy_large_5_run2_stats.csv","1100","960","980","1000","1000","1100","1100","1100","1100","1100","1100","56.0","969.0636305557645","0","0.0","1137.3464000062086","960","875.4257999971742","POST /auth/login","72","0.40134198901942053","POST"
"read-heavy_large_5_run2","read-heavy_large_5_run2_stats.csv","3400","3200","3300","3300","3400","3400","3400","3400","3400","3400","3400","65.0","3163.532640002086","0","0.0","3367.9999000014504","3200","2953.2404000055976","POST /auth/signup [setup]","5","0.02787097145968198","POST"
"read-heavy_large_5_run2","read-heavy_large_5_run2_stats.csv","3000","2700","2800","2800","2800","2900","3000","3000","3000","3000","3000","1129.0","2758.7787882366683","0","0.0","2983.8520999910543","2700","2585.9485999972094","POST /user/[email]/description","17","0.09476130296291874","POST"
"read-heavy_large_5_run2","read-heavy_large_5_run2_stats.csv","6400","6000","6100","6100","6100","6300","6300","6400","6400","6400","6400","1126.1315789473683","5824.229484209546","0","0.0","6448.264399994514","6000","4012.0069999975385","POST /user/[email]/profile-photo","38","0.21181938309358306","POST"
"read-heavy_large_5_run2","read-heavy_large_5_run2_stats.csv","6400","900","960","1000","2700","5900","6100","6200","6300","6400","6400","1056.3427561837457","1688.0488971732852","0","0.0","6448.264399994514","900","694.348799996078","Aggregated","283","1.577496984618",""
"read-heavy_large_5_run3","read-heavy_large_5_run3_stats.csv","7500","7200","7200","7500","7500","7500","7500","7500","7500","7500","7500","65.0","6799.429499995313","0","0.0","7545.751900004689","7100","5389.643799993792","DELETE /user/[email] [cleanup]","4","0.021356546009204662","DELETE"
"read-heavy_large_5_run3","read-heavy_large_5_run3_stats.csv","950","800","830","850","870","900","910","930","950","950","950","1508.9447852760736","807.449258895708","0","0.0","949.8296000092523","800","695.8502000052249","GET /user/[email]","163","0.87027924987509","GET"
"read-heavy_large_5_run3","read-heavy_large_5_run3_stats.csv","1100","960","980","990","1000","1000","1100","1100","1100","1100","1100","56.0","966.5689202125538","0","0.0","1134.4172000099206","960","884.1715999878943","POST /auth/login","94","0.5018788312163095","POST"
"read-heavy_large_5_run3","read-heavy_large_5_run3_stats.csv","3300","3100","3200","3200","3300","3300","3300","3300","3300","3300","3300","65.0","3103.093519998947","0","0.0","3299.4031999987783","3100","2928.849599993555","POST /auth/signup [setup]","5","0.026695682511505826","POST"
"read-heavy_large_5_run3","read-heavy_large_5_run3_stats.csv","2900","2700","2700","2700","2800","2800","2900","2900","2900","2900","2900","1129.0","2652.834305554279","0","0.0","2895.4799999919487","2700","2266.4929000020493","POST /user/[email]/description","18","0.09610445704142097","POST"
"read-heavy_large_5_run3","read-heavy_large_5_run3_stats.csv","6500","5900","6000","6300","6300","6300","6400","6500","6500","6500","6500","1126.1851851851852","5680.470066667314","0","0.0","6526.20079999906","5900","3731.080600002315","POST /user/[email]/profile-photo","27","0.14415668556213146","POST"
"read-heavy_large_5_run3","read-heavy_large_5_run3_stats.csv","7500","900","950","990","1000","3300","5900","6300","6500","7500","7500","972.7845659163987","1499.3845742763697","0","0.0","7545.751900004689","900","695.8502000052249","Aggregated","311","1.6604714522156625",""
"read-heavy_small_10_run1","read-heavy_small_10_run1_stats.csv","6600","6600","6600","6600","6600","6600","6600","6600","6600","6600","6600","65.0","6616.329600001336","0","0.0","6616.329600001336","6616.329600001336","6616.329600001336","DELETE /user/[email] [cleanup]","1","0.005366298341809125","DELETE"
"read-heavy_small_10_run1","read-heavy_small_10_run1_stats.csv","1200","820","850","870","890","930","970","1000","1000","1200","1200","950.2389937106918","830.5365094341101","0","0.0","1221.3829000102123","820","700.5031000007875","GET /user/[email]","318","1.7064828726953016","GET"
"read-heavy_small_10_run1","read-heavy_small_10_run1_stats.csv","1300","980","1000","1000","1000","1100","1100","1100","1300","1300","1300","56.0","991.9052380957135","0","0.0","1284.6183000074234","980","878.1358999985969","POST /auth/login","189","1.0142303866019244","POST"
"read-heavy_small_10_run1","read-heavy_small_10_run1_stats.csv","3800","3400","3500","3500","3700","3800","3800","3800","3800","3800","3800","65.0","3320.5894500002614","0","0.0","3771.791499995743","3300","2822.837600004277","POST /auth/signup [setup]","10","0.05366298341809125","POST"
"read-heavy_small_10_run1","read-heavy_small_10_run1_stats.csv","3300","2800","2800","2900","2900","3000","3000","3100","3100","3300","3300","1129.0","2773.564721093294","0","0.0","3290.7793000049423","2800","2245.4433999955654","POST /user/[email]/description","128","0.686886187751568","POST"
"read-heavy_small_10_run1","read-heavy_small_10_run1_stats.csv","6600","930","1000","1100","2600","2800","2900","3000","3300","6600","6600","708.9582043343653","1310.2464526317065","0","0.0","6616.329600001336","930","700.5031000007875","Aggregated","646","3.4666287288086943",""
"read-heavy_small_10_run2","read-heavy_small_10_run2_stats.csv","1200","820","860","880","890","930","970","1000","1100","1200","1200","933.4555555555555","834.4436441668222","0","0.0","1234.7615000035148","820","691.5694000053918","GET /user/[email]","360","2.0106455368211256","GET"
"read-heavy_small_10_run2","read-heavy_small_10_run2_stats.csv","1400","990","1000","1000","1000","1100","1100","1100","1200","1400","1400","56.0","993.0237976328908","0","0.0","1367.2612000082154","990","892.0185000024503","POST /auth/login","169","0.943886377007695","POST"
"read-heavy_small_10_run2","read-heavy_small_10_run2_stats.csv","3600","3300","3300","3400","3500","3600","3600","3600","3600","3600","3600","65.0","3173.6789499991573","0","0.0","3550.532599998405","3100","2752.6113000058103","POST /auth/signup [setup]","10","0.05585126491169793","POST"
"read-heavy_small_10_run2","read-heavy_small_10_run2_stats.csv","3700","2800","2800","2900","2900","2900","3000","3200","3500","3700","3700","1129.0","2791.5705578947254","0","0.0","3707.585600001039","2800","2330.9217000060016","POST /user/[email]/description","114","0.6367044199933564","POST"
"read-heavy_small_10_run2","read-heavy_small_10_run2_stats.csv","3700","920","990","1000","1100","2800","2900","3000","3300","3700","3700","727.2036753445635","1252.980959877496","0","0.0","3707.585600001039","920","691.5694000053918","Aggregated","653","3.6470875987338744",""
"read-heavy_small_10_run3","read-heavy_small_10_run3_stats.csv","6500","6200","6300","6300","6300","6500","6500","6500","6500","6500","6500","65.0","6130.59261428342","0","0.0","6493.920299995807","6200","5668.653499989887","DELETE /user/[email] [cleanup]","7","0.037585601795014974","DELETE"
"read-heavy_small_10_run3","read-heavy_small_10_run3_stats.csv","1100","820","840","860","880","900","940","990","1000","1100","1100","945.3939393939394","822.0047693940367","0","0.0","1134.1143000026932","820","705.9688000008464","GET /user/[email]","330","1.7718926560507058","GET"
"read-heavy_small_10_run3","read-heavy_small_10_run3_stats.csv","1200","980","1000","1000","1000","1100","1100","1100","1200","1200","1200","56.0","988.3951211339025","0","0.0","1233.2157000055304","980","875.7308999920497","POST /auth/login","194","1.041658106890415","POST"
"read-heavy_small_10_run3","read-heavy_small_10_run3_stats.csv","3500","3100","3300","3300","3300","3500","3500","3500","3500","3500","3500","65.0","3097.3561999955564","0","0.0","3543.8374999939697","3100","2675.277399990591","POST /auth/signup [setup]","10","0.05369371685002139","POST"
"read-heavy_small_10_run3","read-heavy_small_10_run3_stats.csv","3100","2700","2700","2800","2800","2800","2900","2900","2900","3100","3100","1129.0","2692.0565869911184","0","0.0","3076.085699998657","2700","2343.1689999997616","POST /user/[email]/description","123","0.6604327172552631","POST"
"read-heavy_small_10_run3","read-heavy_small_10_run3_stats.csv","6500","920","1000","1100","2500","2700","2800","3100","5700","6500","6500","697.0120481927711","1307.2603884033979","0","0.0","6493.920299995807","920","705.9688000008464","Aggregated","664","3.5652627988414203",""
"read-heavy_small_15_run1","read-heavy_small_15_run1_stats.csv","9500","9200","9200","9300","9400","9500","9500","9500","9500","9500","9500","65.0","8503.887629996461","0","0.0","9461.55639999779","9200","6046.768999993219","DELETE /user/[email] [cleanup]","10","0.052852466827532335","DELETE"
"read-heavy_small_15_run1","read-heavy_small_15_run1_stats.csv","1200","880","910","940","960","1000","1100","1100","1100","1200","1200","977.5252918287938","885.179611478142","0","0.0","1234.8083999968367","880","718.3310999971582","GET /user/[email]","514","2.7166167949351623","GET"
"read-heavy_small_15_run1","read-heavy_small_15_run1_stats.csv","1500","1100","1100","1100","1100","1200","1200","1300","1300","1500","1500","56.0","1064.3408638784267","0","0.0","1452.0926999975927","1100","898.8884999998845","POST /auth/login","263","1.3900198775641004","POST"
"read-heavy_small_15_run1","read-heavy_small_15_run1_stats.csv","4400","3900","4000","4100","4200","4200","4400","4400","4400","4400","4400","65.0","3855.924066666436","0","0.0","4358.395499992184","3900","3313.7805000005756","POST /auth/signup [setup]","15","0.0792787002412985","POST"
"read-heavy_small_15_run1","read-heavy_small_15_run1_stats.csv","3400","2900","2900","3000","3000","3100","3100","3300","3300","3400","3400","1129.0","2850.3702642860194","0","0.0","3440.4748999950243","2900","2431.2716999993427","POST /user/[email]/description","168","0.8879214427025433","POST"
"read-heavy_small_15_run1","read-heavy_small_15_run1_stats.csv","9500","980","1100","1200","1500","2900","3000","3700","6000","9500","9500","730.3845360824743","1398.6019682472202","0","0.0","9461.55639999779","980","718.3310999971582","Aggregated","970","5.126689282270637",""
"read-heavy_small_15_run2","read-heavy_small_15_run2_stats.csv","9600","9300","9300","9400","9500","9600","9600","9600","9600","9600","9600","65.0","8970.620119999512","0","0.0","9584.428899994236","8900","8391.837099989061","DELETE /user/[email] [cleanup]","10","0.05282176428002821","DELETE"
"read-heavy_small_15_run2","read-heavy_small_15_run2_stats.csv","1600","870","920","950","960","1000","1100","1100","1100","1600","1600","986.5182012847965","891.0523301931943","0","0.0","1616.1332999909064","870","705.5399999953806","GET /user/[email]","467","2.466776391877317","GET"
"read-heavy_small_15_run2","read-heavy_small_15_run2_stats.csv","1400","1000","1100","1100","1100","1200","1200","1300","1300","1400","1400","56.0","1051.529400730119","0","0.0","1405.2757999888854","1000","869.626400002744","POST /auth/login","274","1.447316341272773","POST"
"read-heavy_small_15_run2","read-heavy_small_15_run2_stats.csv","4800","4400","4700","4700","4700","4700","4800","4800","4800","4800","4800","65.0","4267.678553332614","0","0.0","4751.31490000058","4400","3146.490699989954","POST /auth/signup [setup]","15","0.07923264642004231","POST"
"read-heavy_small_15_run2","read-heavy_small_15_run2_stats.csv","3600","2900","3000","3000","3000","3100","3200","3400","3500","3600","3600","1129.0","2884.580462163226","0","0.0","3551.1894000082975","2900","2367.799300001934","POST /user/[email]/description","185","0.9772026391805219","POST"
"read-heavy_small_15_run2","read-heavy_small_15_run2_stats.csv","9600","990","1100","1200","2700","2900","3100","4000","8400","9600","9600","721.9116719242902","1463.3115236597844","0","0.0","9584.428899994236","990","705.5399999953806","Aggregated","951","5.023349783030683",""
"read-heavy_small_15_run3","read-heavy_small_15_run3_stats.csv","9600","9400","9400","9600","9600","9600","9600","9600","9600","9600","9600","65.0","9292.27772500235","0","0.0","9631.90740000573","9400","8759.164899995085","DELETE /user/[email] [cleanup]","4","0.02112201089530226","DELETE"
"read-heavy_small_15_run3","read-heavy_small_15_run3_stats.csv","1200","880","920","950","980","1000","1100","1100","1200","1200","1200","975.5180722891566","894.6046030117773","0","0.0","1198.9210000028834","880","709.0216999931727","GET /user/[email]","498","2.6296903564651313","GET"
"read-heavy_small_15_run3","read-heavy_small_15_run3_stats.csv","1300","1000","1100","1100","1100","1200","1300","1300","1300","1300","1300","56.0","1059.3995022642391","0","0.0","1340.5875000025844","1000","894.7594999917783","POST /auth/login","265","1.3993332218137746","POST"
"read-heavy_small_15_run3","read-heavy_small_15_run3_stats.csv","4400","4000","4100","4300","4400","4400","4400","4400","4400","4400","4400","65.0","3976.0159933318696","0","0.0","4370.666999995592","4000","3374.8944999970263","POST /auth/signup [setup]","15","0.07920754085738346","POST"
"read-heavy_small_15_run3","read-heavy_small_15_run3_stats.csv","3500","2900","3000","3000","3100","3200","3300","3300","3400","3500","3500","1129.0","2896.717586470186","0","0.0","3464.174399996409","2900","2374.3780000077095","POST /user/[email]/description","170","0.897685463050346","POST"
"read-heavy_small_15_run3","read-heavy_small_15_run3_stats.csv","9600","990","1100","1200","1300","2900","3100","3400","4100","9600","9600","728.7951680672269","1381.8332992645028","0","0.0","9631.90740000573","980","709.0216999931727","Aggregated","952","5.0270385930819375",""
"read-heavy_small_20_run1","read-heavy_small_20_run1_stats.csv","11000","11000","11000","11000","11000","11000","11000","11000","11000","11000","11000","65.0","10249.229158333037","0","0.0","11413.672499998938","11000","6704.632200009655","DELETE /user/[email] [cleanup]","12","0.06276789966403999","DELETE"
"read-heavy_small_20_run1","read-heavy_small_20_run1_stats.csv","1500","970","1000","1100","1100","1200","1300","1300","1400","1500","1500","962.1153212520593","994.0606247119656","0","0.0","1478.0446000077063","970","729.2789999919478","GET /user/[email]","607","3.175009591339356","GET"
"read-heavy_small_20_run1","read-heavy_small_20_run1_stats.csv","1600","1100","1200","1200","1200","1300","1400","1500","1500","1600","1600","56.0","1157.371306515539","0","0.0","1594.0009000041755","1100","913.1348999944748","POST /auth/login","353","1.846422381783843","POST"
"read-heavy_small_20_run1","read-heavy_small_20_run1_stats.csv","6200","5200","5200","5500","5600","5800","6200","6200","6200","6200","6200","65.0","5022.4530499996035","0","0.0","6187.25319999794","5200","4279.268600002979","POST /auth/signup [setup]","20","0.10461316610673331","POST"
"read-heavy_small_20_run1","read-heavy_small_20_run1_stats.csv","4000","3100","3200","3300","3400","3500","3600","3800","3900","4000","4000","1129.0","3133.473136238986","0","0.0","3962.805200004368","3100","2422.480600012932","POST /user/[email]/description","218","1.140283510563393","POST"
"read-heavy_small_20_run1","read-heavy_small_20_run1_stats.csv","11000","1100","1200","1300","2700","3200","3400","4600","6200","11000","11000","704.1107438016529","1585.523822314241","0","0.0","11413.672499998938","1100","729.2789999919478","Aggregated","1210","6.329096549457366",""
"read-heavy_small_20_run2","read-heavy_small_20_run2_stats.csv","12000","11000","11000","11000","11000","12000","12000","12000","12000","12000","12000","65.0","10495.021872727772","0","0.0","11521.163099998375","11000","8212.770900005125","DELETE /user/[email] [cleanup]","11","0.05752559045531727","DELETE"
"read-heavy_small_20_run2","read-heavy_small_20_run2_stats.csv","1600","970","1000","1100","1100","1200","1200","1300","1400","1600","1600","928.3276661514683","989.2100593510994","0","0.0","1629.606300004525","970","695.9209000051487","GET /user/[email]","647","3.383550638599116","GET"
"read-heavy_small_20_run2","read-heavy_small_20_run2_stats.csv","1700","1100","1200","1200","1300","1300","1400","1500","1600","1700","1700","56.0","1153.898589869427","0","0.0","1726.4769000030356","1100","908.808099993621","POST /auth/login","306","1.6002573344842805","POST"
"read-heavy_small_20_run2","read-heavy_small_20_run2_stats.csv","6500","4900","5000","5700","5700","6000","6500","6500","6500","6500","6500","65.0","5126.196070000151","0","0.0","6523.357700003544","4900","3988.7210999877425","POST /auth/signup [setup]","20","0.1045919826460314","POST"
"read-heavy_small_20_run2","read-heavy_small_20_run2_stats.csv","4400","3100","3200","3300","3400","3700","4000","4200","4200","4400","4400","1129.0","3181.426917699403","0","0.0","4388.698499999009","3100","2559.820900001796","POST /user/[email]/description","226","1.1818894039001548","POST"
"read-heavy_small_20_run2","read-heavy_small_20_run2_stats.csv","12000","1100","1200","1300","2800","3200","3600","4900","6000","12000","12000","723.0851239669421","1595.110349008497","0","0.0","11521.163099998375","1100","695.9209000051487","Aggregated","1210","6.3278149500849",""
"read-heavy_small_20_run3","read-heavy_small_20_run3_stats.csv","13000","12000","12000","12000","12000","12000","13000","13000","13000","13000","13000","65.0","11357.14547999863","0","0.0","12518.465200002538","12000","7385.965199995553","DELETE /user/[email] [cleanup]","15","0.07801718261752316","DELETE"
"read-heavy_small_20_run3","read-heavy_small_20_run3_stats.csv","1700","990","1100","1100","1100","1200","1200","1300","1400","1700","1700","996.5634782608696","1001.5923328694645","0","0.0","1659.479599999031","990","717.0525999972597","GET /user/[email]","575","2.9906586670050546","GET"
"read-heavy_small_20_run3","read-heavy_small_20_run3_stats.csv","1800","1200","1200","1300","1300","1400","1500","1500","1500","1800","1800","56.0","1172.4846629521523","0","0.0","1837.488499993924","1200","906.0496000020066","POST /auth/login","332","1.7267803086011795","POST"
"read-heavy_small_20_run3","read-heavy_small_20_run3_stats.csv","5600","4700","5400","5500","5500","5600","5600","5600","5600","5600","5600","65.0","4971.696349998092","0","0.0","5624.197099998128","4700","4365.665599994827","POST /auth/signup [setup]","20","0.10402291015669755","POST"
"read-heavy_small_20_run3","read-heavy_small_20_run3_stats.csv","4000","3100","3200","3300","3400","3500","3700","3900","4000","4000","4000","1129.0","3137.6269097161985","0","0.0","3976.7549999960465","3100","2391.888199999812","POST /user/[email]/description","247","1.284682940435215","POST"
"read-heavy_small_20_run3","read-heavy_small_20_run3_stats.csv","13000","1100","1200","1500","2900","3200","3500","4700","11000","12000","13000","734.0235492010092","1690.467161816568","0","0.0","12518.465200002538","1100","717.0525999972597","Aggregated","1189","6.18416200881567",""
"read-heavy_small_5_run1","read-heavy_small_5_run1_stats.csv","1100","780","810","820","840","870","890","930","1100","1100","1100","917.35","794.9011181246533","0","0.0","1105.6634999986272","780","673.025800002506","GET /user/[email]","160","0.8927870233381977","GET"
"read-heavy_small_5_run1","read-heavy_small_5_run1_stats.csv","1200","950","970","1000","1000","1100","1100","1100","1200","1200","1200","56.0","963.2752575749012","0","0.0","1164.7673999977997","950","877.0349000114948","POST /auth/login","99","0.5524119706905098","POST"
"read-heavy_small_5_run1","read-heavy_small_5_run1_stats.csv","3400","3200","3300","3300","3400","3400","3400","3400","3400","3400","3400","65.0","3167.421239995747","0","0.0","3420.6007000029786","3200","2944.6902999916347","POST /auth/signup [setup]","5","0.02789959447931868","POST"
"read-heavy_small_5_run1","read-heavy_small_5_run1_stats.csv","2900","2700","2700","2700","2700","2800","2800","2900","2900","2900","2900","1129.0","2673.974398462003","0","0.0","2900.098500002059","2700","2478.7794000003487","POST /user/[email]/description","65","0.36269472823114285","POST"
"read-heavy_small_5_run1","read-heavy_small_5_run1_stats.csv","3400","900","960","1100","2600","2700","2700","2900","3000","3400","3400","687.0212765957447","1252.8689103339475","0","0.0","3420.6007000029786","900","673.025800002506","Aggregated","329","1.8357933167391691",""
"read-heavy_small_5_run2","read-heavy_small_5_run2_stats.csv","970","790","810","820","830","850","880","900","910","970","970","970.144578313253","787.730769277147","0","0.0","967.0918000047095","780","689.3681000074139","GET /user/[email]","166","0.9257262280350457","GET"
"read-heavy_small_5_run2","read-heavy_small_5_run2_stats.csv","1100","940","970","980","990","1000","1000","1100","1100","1100","1100","56.0","951.9884557892127","0","0.0","1077.4502999993274","940","873.4407000010833","POST /auth/login","95","0.5297830823092129","POST"
"read-heavy_small_5_run2","read-heavy_small_5_run2_stats.csv","2900","2700","2800","2800","2900","2900","2900","2900","2900","2900","2900","65.0","2721.811100002378","0","0.0","2934.948900001473","2700","2478.9332000073045","POST /auth/signup [setup]","5","0.027883320121537523","POST"
"read-heavy_small_5_run2","read-heavy_small_5_run2_stats.csv","2900","2700","2700","2700","2700","2800","2800","2800","2900","2900","2900","1129.0","2652.1390784616906","0","0.0","2912.2867999976734","2700","2236.740700012888","POST /user/[email]/description","65","0.3624831615799878","POST"
"read-heavy_small_5_run2","read-heavy_small_5_run2_stats.csv","2900","890","960","1000","2500","2700","2700","2800","2800","2900","2900","725.2990936555891","1230.212406646536","0","0.0","2934.948900001473","890","689.3681000074139","Aggregated","331","1.845875792045784",""
"read-heavy_small_5_run3","read-heavy_small_5_run3_stats.csv","940","790","820","830","840","860","880","900","930","940","940","993.5953757225434","797.7898988440078","0","0.0","935.2648999920348","790","687.6875000016298","GET /user/[email]","173","0.9656658541196413","GET"
"read-heavy_small_5_run3","read-heavy_small_5_run3_stats.csv","1100","950","970","980","1000","1000","1000","1100","1100","1100","1100","56.0","957.8166869053218","0","0.0","1084.2631999985315","940","875.2210999955423","POST /auth/login","84","0.4688782181852594","POST"
"read-heavy_small_5_run3","read-heavy_small_5_run3_stats.csv","2900","2700","2800","2800","2900","2900","2900","2900","2900","2900","2900","65.0","2707.5346400000853","0","0.0","2911.823899994488","2700","2516.2225000094622","POST /auth/signup [setup]","5","0.027909417749122582","POST"
"read-heavy_small_5_run3","read-heavy_small_5_run3_stats.csv","3000","2700","2700","2700","2800","2800","2800","3000","3000","3000","3000","1129.0","2678.5959735316283","0","0.0","3012.9395999974804","2700","2290.7791000034194","POST /user/[email]/description","68","0.37956808138806714","POST"
"read-heavy_small_5_run3","read-heavy_small_5_run3_stats.csv","3000","880","950","1000","2600","2700","2800","2800","2900","3000","3000","768.7666666666667","1255.0195563642774","0","0.0","3012.9395999974804","880","687.6875000016298","Aggregated","330","1.8420215714420904",""
"write-heavy_large_10_run1","write-heavy_large_10_run1_stats.csv","9500","8400","8600","8600","9500","9500","9500","9500","9500","9500","9500","65.0","8199.337060001562","0","0.0","9518.800600009854","8400","6320.091000001412","DELETE /user/[email] [cleanup]","5","0.02641991160870887","DELETE"
"write-heavy_large_10_run1","write-heavy_large_10_run1_stats.csv","1000","830","870","880","890","910","920","1000","1000","1000","1000","1825.1764705882354","836.9437705897486","0","0.0","1024.7755000018515","830","745.7178000040585","GET /user/[email]","34","0.1796553989392203","GET"
"write-heavy_large_10_run1","write-heavy_large_10_run1_stats.csv","1100","980","1000","1000","1000","1100","1100","1100","1100","1100","1100","56.0","995.459933335466","0","0.0","1139.4322999985889","980","931.0283999948297","POST /auth/login","15","0.07925973482612661","POST"
"write-heavy_large_10_run1","write-heavy_large_10_run1_stats.csv","4600","4000","4200","4300","4300","4600","4600","4600","4600","4600","4600","65.0","3983.4644300019136","0","0.0","4561.263700001291","4000","3523.092799994629","POST /auth/signup [setup]","10","0.05283982321741774","POST"
"write-heavy_large_10_run1","write-heavy_large_10_run1_stats.csv","3800","2800","2900","3000","3100","3100","3300","3800","3800","3800","3800","1129.0","2896.368704838331","0","0.0","3788.828300006571","2800","2443.774300001678","POST /user/[email]/description","62","0.32760690394798997","POST"
"write-heavy_large_10_run1","write-heavy_large_10_run1_stats.csv","7400","6300","6400","6500","6600","6900","7100","7300","7400","7400","7400","1126.0581395348838","6291.455238953816","0","0.0","7412.776600001962","6300","4101.865799995721","POST /user/[email]/profile-photo","172","0.9088449593395851","POST"
"write-heavy_large_10_run1","write-heavy_large_10_run1_stats.csv","9500","6000","6300","6400","6400","6800","7000","7400","8400","9500","9500","1099.1644295302012","4650.753280537395","0","0.0","9518.800600009854","6000","745.7178000040585","Aggregated","298","1.5746267318790486",""
"write-heavy_large_10_run2","write-heavy_large_10_run2_stats.csv","10000","8900","9400","9700","9700","10000","10000","10000","10000","10000","10000","65.0","9172.610242859393","0","0.0","10348.217200007639","8900","8440.332400001353","DELETE /user/[email] [cleanup]","7","0.03682158871637834","DELETE"
"write-heavy_large_10_run2","write-heavy_large_10_run2_stats.csv","1100","850","900","910","920","960","1100","1100","1100","1100","1100","1737.6470588235295","865.3638745103415","0","0.0","1093.0808999983128","850","748.374300004798","GET /user/[email]","51","0.2682715749336136","GET"
"write-heavy_large_10_run2","write-heavy_large_10_run2_stats.csv","1100","1000","1000","1000","1100","1100","1100","1100","1100","1100","1100","56.0","1022.9767160012852","0","0.0","1142.6729000086198","1000","934.46390000463","POST /auth/login","25","0.1315056739870655","POST"
"write-heavy_large_10_run2","write-heavy_large_10_run2_stats.csv","4500","3900","4200","4300","4500","4500","4500","4500","4500","4500","4500","65.0","3987.320680000994","0","0.0","4479.625500011025","3900","3479.6421000064583","POST /auth/signup [setup]","10","0.052602269594826195","POST"
"write-heavy_large_10_run2","write-heavy_large_10_run2_stats.csv","3600","2800","2900","2900","3000","3200","3200","3300","3600","3600","3600","1129.0","2859.772956452","0","0.0","3561.3950999977533","2800","2349.8217000014847","POST /user/[email]/description","62","0.3261340714879224","POST"
"write-heavy_large_10_run2","write-heavy_large_10_run2_stats.csv","12000","6400","6500","6700","6800","7000","9000","10000","11000","12000","12000","1126.0625","6467.0955200005665","0","0.0","11531.38700001","6400","4037.9122000013012","POST /user/[email]/profile-photo","160","0.8416363135172191","POST"
"write-heavy_large_10_run2","write-heavy_large_10_run2_stats.csv","12000","4800","6200","6400","6500","6800","7800","9700","10000","12000","12000","1083.4698412698413","4399.4624142863495","0","0.0","11531.38700001","4800","748.374300004798","Aggregated","315","1.6569714922370251",""
"write-heavy_large_10_run3","write-heavy_large_10_run3_stats.csv","11000","10000","11000","11000","11000","11000","11000","11000","11000","11000","11000","65.0","9546.024075003515","0","0.0","10847.494900008314","9700","7462.526100003743","DELETE /user/[email] [cleanup]","8","0.04197750342536847","DELETE"
"write-heavy_large_10_run3","write-heavy_large_10_run3_stats.csv","1100","830","850","890","910","930","960","1100","1100","1100","1100","1633.0","842.7656761913178","0","0.0","1079.9816000071587","830","698.2204999949317","GET /user/[email]","42","0.22038189298318447","GET"
"write-heavy_large_10_run3","write-heavy_large_10_run3_stats.csv","1500","1000","1000","1100","1100","1100","1500","1500","1500","1500","1500","56.0","1058.6514533351874","0","0.0","1517.1749000001","1000","924.0984000061871","POST /auth/login","15","0.07870781892256588","POST"
